,text,label,tweets
1890,hvis der er begået ulovlige handlinger skal de implicerede straffes immunitet i det offentlige er gift for retssikkerheden i landet dkpol link,negative,begået ulovlige handlinger implicerede straffes immunitet offentlige gift retssikkerheden landet dkpol
1891,helt enig men det er som oftest nemmest at skyde skylden på andre når man ikke selv leverer mål kan også scores på andet end straffe,negative,enig oftest nemmest skyde skylden leverer mål scores straffe
1892,bidrager til dagens forsidehistorie i om at dkpol skal passe på med at pille ved velfærdsforliget det er meget dyrere for dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx mia kr link link,neutral,bidrager dagens forsidehistorie dkpol passe pille velfærdsforliget dyrere dkøko slække løft pensionsalder særordninger mindretal nedslidte mia kr
1893,verdo bøjer sig betaler mio kr til sine varmekunder link link,positive,verdo bøjer betaler mio kr varmekunder
1894,tak for den interessante anekdote som sædvanlig ikke rigtig svarer på mit spørgsmål,negative,tak interessante anekdote sædvanlig rigtig svarer spørgsmål
1895,det er jo ikke det relevante spørgsmål hvad får vi får pengene sålænge offentlige myndigheder kun fokuserer på omkostninger og vil fjernstyre processerne med deres blind bigdata new public management så siger tallene intet om pengene er godt givet ud,negative,relevante spørgsmål pengene sålænge offentlige myndigheder fokuserer omkostninger fjernstyre processerne blind bigdata new public management siger tallene pengene givet
1896,diego ulissi fik chancen i stedet for dan martin og det skulle vise sig at være en god succeshistorie for uae team emirates link,positive,diego ulissi chancen stedet dan martin vise succeshistorie uae team emirates
1897,enig topskatten er i virkeligheden et kapital for sig selv og handler om at mindske ulighed og produktivitet men da skat er procent bundfradrag så betaler det rigeste allerede mere i skat end alle andre uanset og fred være med det og bidrager derfor deres del til velfærden,neutral,enig topskatten virkeligheden kapital handler mindske ulighed produktivitet skat procent bundfradrag betaler rigeste skat uanset fred bidrager del velfærden
1898,nye veje for fritidslivet link,positive,nye veje fritidslivet
1899,det er der vel forhåbentligt heller aldrig nogen normalt fungerende mennesker som har gjort,negative,vel forhåbentligt normalt fungerende mennesker
1900,bekymrende hver gang vores ytringsfrihed begrænset med forskellige begrundelser ytringsfriheden er kernen i vores demokrati og det er langt bedre at tage debatten end at tvinge den under jorden hvor vi ikke længere kan argumentere mod de forskellige holdninger dkpol,negative,bekymrende gang ytringsfrihed begrænset forskellige begrundelser ytringsfriheden kernen demokrati langt bedre debatten tvinge jorden argumentere forskellige holdninger dkpol
1901,problemet er at sas oplyser de kun kan vil ombooke til star alliance dvs så skal jeg hjem med mellemlanding det gider jeg ikke,negative,problemet sas oplyser ombooke star alliance dvs hjem mellemlanding gider
1902,den ser noget kunstig ud ud fra det billede at dømme prank,neutral,kunstig billede dømme prank
1903,det nummer her ville have kostet ham års fængsel i tyskland nok nærmere da det er en gentagelse men hvad pokker ved de om racisme og de følger den har dkpol link,negative,nummer kostet års fængsel tyskland nærmere gentagelse pokker racisme følger dkpol
1904,kan varmt anbefale ovennævnte kolleger derudover også bla participatory design human computer interaction social media privacy mfl stiller gerne selv op holdt for nylig oplæg do we shape technology or does technology shape us,positive,varmt anbefale ovennævnte kolleger derudover bla participatory design human computer interaction social media privacy mfl stiller gerne holdt nylig oplæg do we shape technology or does technology shape us
1905,i tyskland er der masser af brugerbetaling,neutral,tyskland masser brugerbetaling
1906,det er det men det er bare det der genpres om ikke det ender med man så varmer bolden fordi der skal jo maks gå fem afleveringer så skal der skydes d,positive,genpres ender varmer bolden maks gå afleveringer skydes d
1907,kan mit parti være opstillingsparat tirsdag februar til brug for redaktionernes planlægning kan jeg oplyse at jeg i giver fald holder et pressemøde tirsdag februar kl vartorv farvergade i københavn dkmedier dkpol,neutral,parti opstillingsparat tirsdag februar brug redaktionernes planlægning oplyse giver fald holder pressemøde tirsdag februar kl vartorv farvergade københavn dkmedier dkpol
1908,problemet er at vi ikke kan holde os oppe uanset konjunkturerne der skal flere hænder til vi er nødt til at finde ud af det sammen også på tværs af kulturer det sidste handler kun om indstilling det første er straks sværere,negative,problemet holde oppe uanset konjunkturerne hænder nødt finde tværs kulturer sidste handler indstilling første straks sværere
1909,skal vi ikke blive enige om at det med at kalde fake news amp beskylde dkmedier for at lyve hver gang man dummer sig det var en ting link,negative,enige kalde fake news amp beskylde dkmedier lyve gang dummer ting
1910,buffon bør fra nu af hellige sig nationalsang på fuld tid,negative,buffon hellige nationalsang fuld tid
1911,studerende bliver snydt for feriepenge djøf får i øjeblikket dagligt adskillige henvendelser fra studerende som ikke har fået de penge de har krav på link arbejde dkbiz link,negative,studerende snydt feriepenge djøf øjeblikket dagligt adskillige henvendelser studerende fået penge krav arbejde dkbiz
1912,nej og det er jeg også imod per princip man må heller ikke rende på farum park med et banner der står free brixtofte på jeg læste måske mellem linjerne som at at nedsættende chants skal være forbudte og her kræver det altså lige noget omtanke der er ikke noget,negative,per princip rende farum park banner står free brixtofte læste linjerne nedsættende chants forbudte kræver altså omtanke
1913,der kommer valg i den uge med to torsdage link,positive,valg uge torsdage
1914,selvfølgelig blev nye borgerlige det det har lige fra dag t været et safe space for nynazister smørhår er ikke den eneste fascist i fv dkpol link,negative,selvfølgelig nye borgerlige dag t safe space nynazister smørhår fascist fv dkpol
1915,bladlus ja hvilken art er nok umuligt ud fra billedet der er ret mange sorte bladlus og det gør det ikke lettere at de sidder på broccoli så kan de jo være udenlandske,neutral,bladlus art umuligt billedet ret sorte bladlus lettere sidder broccoli udenlandske
1916,dagens overblik regeringen vil fyre dårlige ledere i det offentlige link dkpol,neutral,dagens overblik regeringen fyre dårlige ledere offentlige dkpol
1917,uha det var langt tid og du er tålmodig at de gør det færdig,neutral,uha langt tid tålmodig færdig
1918,men hvis ikke det står på døren så skal ministrene vel passes af folketingsbetjenten,neutral,står døren ministrene vel passes folketingsbetjenten
1919,det her er lidt skræmmende link,neutral,skræmmende
1920,han skal selvfølgelig rubriceres som det han er journalist og tv producent,neutral,selvfølgelig rubriceres journalist tv producent
1921,finanstilsynet er efter kreditforeninger og banker med nedsættelse af ejd værdier til langt under dagspris så låneudmåling bliver hårdt presset fremdrift bliver ødelagt dkpol,negative,finanstilsynet kreditforeninger banker nedsættelse ejd værdier langt dagspris låneudmåling hårdt presset fremdrift ødelagt dkpol
1922,hvis eleverne på ungdomsuddannelserne skal blive dygtigere til de naturvidenskabelige fag skal lærernes faglige og fagdidaktiske kompetencer have et løft nyt netværk for de gymnasiale uddannelser skydes i gang i morgen stem uddpol link,neutral,eleverne ungdomsuddannelserne dygtigere naturvidenskabelige fag lærernes faglige fagdidaktiske kompetencer løft netværk gymnasiale uddannelser skydes gang morgen stem uddpol
1923,skandaløst ringe dommerpræstation over hele linjen hvis tvw og okore er offside så hedder jeg henning og hvis arajuuri ikke laver hands er der lang vej hjem som wafande ville sige det,negative,skandaløst ringe dommerpræstation hele linjen tvw okore offside hedder henning arajuuri laver hands lang vej hjem wafande
1924,og hver gang venstre mangler flertal kigge de med søde hunde øjne over på df kan i ikke hjælpe vi er fuck og snart sk og nb og det kan jeg ikke se det sjove i dkpol,negative,gang venstre mangler flertal kigge søde hunde øjne df hjælpe fuck snart sk nb sjove dkpol
1925,det er hvad det er copenhagen games skal ses som forskellige turneringer kval b turneringen og main når man ikke vinder kampe i main skal vi ikke forvente andet vi lå dog og agf vist nok det er hvad det er det er derfor man ikke kan regne med listen over top,neutral,copenhagen games forskellige turneringer kval b turneringen main vinder kampe main forvente lå agf vist regne listen top
1926,er så bra at de sender dette og det ikke mange vet er at norske quick style har laget koreografien til save me og blood sweat and tears,positive,bra sender vet norske quick style laget koreografien save me blood sweat and tears
1927,ignorance skal bekæmpes med argumenter og et møde med virkeligheden rasmus paludan får df og nye borgerlige til at fremstå stuerene i deres menneskesyn vi er splittede i vores menneskesyn i dkpol og det hverken må elller skal vi ignorere menneskerførsystemer,negative,ignorance bekæmpes argumenter møde virkeligheden rasmus paludan df nye borgerlige fremstå stuerene menneskesyn splittede menneskesyn dkpol hverken elller ignorere menneskerførsystemer
1928,klima og miljø deler plads med sundhedspolitikken på listen over emner der er vigtigst for vælgerne udlændinge på pladsen spændende om det også afspejles hos politikere og aspiranter i valgkampen dkpol dkgreen dkklima link,neutral,klima miljø deler plads sundhedspolitikken listen emner vigtigst vælgerne udlændinge pladsen spændende afspejles politikere aspiranter valgkampen dkpol dkgreen dkklima
1929,præcis det er et helvede at være ledig,negative,præcis helvede ledig
1930,rt vogn nummer er sat på gaden kloagger tvinspektion kloak link,positive,vogn nummer sat gaden kloagger tvinspektion kloak
1931,på torsdag er der igen koncert i literaturhaus denne gang er det lydkollektivet sounds andreas borregaard og sangerinden josefine weber hansen tid entr kr kr for studerende læs mere på begivenheden herunder link,neutral,torsdag koncert literaturhaus gang lydkollektivet sounds andreas borregaard sangerinden josefine weber hansen tid entr kr kr studerende læs begivenheden herunder
1932,under niveau her er de otte mest skuffende spillere denne sæson link pldk,negative,niveau skuffende spillere sæson pldk
1933,jeg skal ikke overbevist dig om andet men alle partier på nær få har italesat problemet den gode nyhed er dog at det går fremad med integrationen og jeg mener man skal være varsom med at tage et skidt tilbage pga utilpassede socialklasse typer god weekend,positive,overbevist partier italesat problemet gode nyhed går fremad integrationen mener varsom skidt pga utilpassede socialklasse typer weekend
